0	33
1	49
2	51
3	67
4	53
5	54
6	58
7	55
8	50
9	51
10	37
11	56
12	54
13	47
14	56
15	49
16	48
17	38
18	54
19	49
20	52
21	52
22	42
23	58
24	51
25	43
26	47
27	46
28	52
29	42
30	77
31	55
32	50
33	45
34	64
35	46
36	47
37	50
38	50
39	44
40	57
41	37
42	58
43	61
44	54
45	53
46	63
47	48
48	42
49	49
50	63
51	58
52	49
53	56
54	51
55	46
56	52
57	48
58	45
59	55
60	52
61	60
62	59
63	62
64	56
65	39
66	53
67	49
68	52
69	52
70	47
71	57
72	51
73	50
74	57
75	60
76	53
77	48
78	59
79	35
80	59
81	55
82	70
83	70
84	44
85	39
86	64
87	56
88	56
89	53
90	47
91	58
92	40
93	49
94	62
95	50
96	40
97	39
98	55
99	46
100	50
101	42
102	64
103	59
104	52
105	56
106	56
107	61
108	40
109	40
110	59
111	45
112	56
113	34
114	63
115	60
116	53
117	42
118	58
119	37
120	56
121	47
122	52
123	53
124	43
125	37
126	63
127	49
128	44
129	34
130	63
131	78
132	56
133	46
134	64
135	50
136	47
137	41
138	40
139	56
140	45
141	57
142	62
143	59
144	48
145	56
146	46
147	64
148	49
149	49
150	59
151	60
152	51
153	71
154	56
155	64
156	52
157	51
158	53
159	43
160	53
161	46
162	71
163	52
164	59
165	47
166	68
167	49
168	41
169	63
170	63
171	53
172	56
173	47
174	67
175	49
176	63
177	47
178	55
179	65
180	40
181	52
182	76
183	46
184	49
185	47
186	54
187	43
188	52
189	56
190	71
191	35
192	62
193	48
194	61
195	68
196	67
197	49
198	90
199	45
200	58
201	76
202	63
203	60
204	58
205	50
206	68
207	47
208	44
209	52
210	56
211	77
212	62
213	57
214	57
215	64
216	57
217	64
218	60
219	68
220	58
221	65
222	75
223	58
224	60
225	59
226	74
227	60
228	59
229	45
230	78
231	59
232	74
233	63
234	55
235	71
236	46
237	53
238	70
239	54
240	62
241	51
242	61
243	68
244	58
245	52
246	64
247	59
248	61
249	59
250	65
251	59
252	62
253	44
254	67
255	60
256	48
257	61
258	71
259	49
260	74
261	43
262	78
263	73
264	56
265	68
266	74
267	63
268	62
269	37
270	78
271	65
272	53
273	61
274	90
275	65
276	69
277	52
278	75
279	53
280	54
281	51
282	59
283	59
284	49
285	57
286	84
287	77
288	44
289	52
290	68
291	75
292	51
293	57
294	74
295	55
296	58
297	51
298	66
299	76
300	69
301	54
302	74
303	51
304	46
305	67
306	80
307	83
308	68
309	52
310	73
311	56
312	62
313	72
314	85
315	66
316	66
317	56
318	80
319	62
320	52
321	46
322	79
323	70
324	51
325	64
326	72
327	61
328	59
329	62
330	70
331	61
332	45
333	53
334	66
335	66
336	49
337	45
338	63
339	67
340	74
341	61
342	74
343	70
344	65
345	59
346	63
347	69
348	41
349	56
350	87
351	62
352	61
353	49
354	60
355	91
356	64
357	53
358	94
359	59
360	55
361	62
362	68
363	65
364	55
365	71
366	72
367	57
368	55
369	64
370	84
371	77
372	76
373	60
374	70
375	69
376	60
377	63
378	51
379	66
380	53
381	58
382	71
383	55
384	79
385	78
386	80
387	85
388	81
389	80
390	92
391	91
392	88
393	77
394	68
395	101
396	80
397	74
398	96
399	73
400	64
401	70
402	71
403	70
404	77
405	71
406	78
407	97
408	66
409	105
410	73
411	86
412	64
413	80
414	105
415	85
416	72
417	82
418	82
419	92
420	61
421	66
422	73
423	75
424	74
425	87
426	65
427	73
428	79
429	66
430	85
431	80
432	63
433	74
434	90
435	88
436	72
437	65
438	78
439	68
440	72
441	88
442	70
443	79
444	72
445	68
446	88
447	81
448	66
449	93
450	109
451	122
452	95
453	81
454	106
455	73
456	81
457	84
458	84
459	86
460	67
461	80
462	124
463	87
464	79
465	91
466	104
467	108
468	100
469	84
470	76
471	91
472	73
473	82
474	72
475	98
476	74
477	81
478	88
479	87
480	83
481	84
482	99
483	114
484	72
485	89
486	87
487	92
488	77
489	90
490	73
491	98
492	65
493	85
494	74
495	92
496	87
497	90
498	95
499	83
500	70
501	67
502	77
503	66
504	80
505	69
506	68
507	85
508	67
509	70
510	90
511	87
512	55
513	76
514	80
515	86
516	86
517	77
518	84
519	88
520	69
521	89
522	83
523	82
524	65
525	78
526	83
527	84
528	59
529	58
530	82
531	85
532	70
533	86
534	79
535	76
536	59
537	79
538	82
539	62
540	75
541	70
542	88
543	76
544	50
545	70
546	66
547	72
548	60
549	80
550	78
551	75
552	69
553	76
554	77
555	80
556	74
557	74
558	77
559	75
560	66
561	83
562	75
563	80
564	76
565	101
566	70
567	64
568	77
569	90
570	64
571	73
572	56
573	79
574	75
575	73
576	58
577	76
578	79
579	93
580	59
581	66
582	89
583	80
584	66
585	93
586	68
587	81
588	68
589	73
590	77
591	84
592	77
593	91
594	81
595	93
596	62
597	81
598	86
599	83
600	71
601	81
602	65
603	95
604	70
605	74
606	88
607	82
608	90
609	102
610	75
611	83
612	57
613	78
614	98
615	101
616	86
617	80
618	73
619	83
620	63
621	74
622	91
623	74
624	65
625	69
626	73
627	83
628	76
629	87
630	77
631	87
632	70
633	86
634	69
635	76
636	66
637	84
638	88
639	80
640	42
641	75
642	74
643	80
644	65
645	66
646	77
647	66
648	73
649	70
650	80
651	82
652	62
653	72
654	73
655	68
656	63
657	76
658	75
659	104
660	62
661	87
662	95
663	72
664	74
665	73
666	68
667	87
668	52
669	86
670	83
671	75
672	73
673	71
674	68
675	85
676	63
677	84
678	66
679	60
680	78
681	88
682	65
683	68
684	55
685	69
686	72
687	86
688	61
689	64
690	71
691	72
692	71
693	71
694	72
695	84
696	71
697	84
698	59
699	69
700	67
701	67
702	65
703	68
704	44
705	51
706	58
707	78
708	48
709	61
710	67
711	75
712	63
713	55
714	67
715	75
716	60
717	68
718	69
719	58
720	50
721	70
722	63
723	70
724	49
725	53
726	58
727	63
728	67
729	63
730	70
731	59
732	52
733	61
734	82
735	62
736	55
737	52
738	61
739	90
740	63
741	64
742	64
743	78
744	54
745	57
746	54
747	55
748	52
749	40
750	54
751	61
752	53
753	64
754	85
755	73
756	67
757	63
758	62
759	68
760	67
761	62
762	70
763	73
764	52
765	53
766	69
767	65
768	57
769	82
770	68
771	75
772	77
773	90
774	74
775	72
776	76
777	90
778	77
779	73
780	74
781	89
782	73
783	63
784	68
785	94
786	69
787	71
788	83
789	55
790	88
791	96
792	71
793	95
794	77
795	72
796	74
797	86
798	64
799	78
800	73
801	84
802	72
803	79
804	73
805	66
806	83
807	89
808	75
809	89
810	62
811	82
812	70
813	73
814	82
815	71
816	60
817	103
818	77
819	98
820	76
821	69
822	90
823	86
824	64
825	91
826	59
827	78
828	73
829	88
830	69
831	57
832	71
833	91
834	91
835	76
836	66
837	100
838	54
839	80
840	70
841	94
842	60
843	85
844	66
845	89
846	72
847	64
848	74
849	84
850	78
851	100
852	85
853	80
854	84
855	91
856	75
857	90
858	77
859	80
860	64
861	107
862	74
863	83
864	70
865	80
866	76
867	79
868	64
869	94
870	79
871	81
872	77
873	88
874	73
875	101
876	84
877	101
878	64
879	86
880	61
881	91
882	80
883	111
884	78
885	82
886	75
887	77
888	76
889	98
890	63
891	79
892	70
893	95
894	71
895	84
896	52
897	86
898	69
899	83
900	66
901	58
902	67
903	83
904	58
905	84
906	57
907	81
908	68
909	82
910	70
911	80
912	62
913	78
914	72
915	104
916	67
917	76
918	76
919	77
920	63
921	74
922	69
923	82
924	56
925	71
926	68
927	75
928	62
929	93
930	54
931	77
932	50
933	78
934	65
935	64
936	63
937	80
938	59
939	66
940	81
941	72
942	61
943	67
944	50
945	78
946	68
947	85
948	54
949	70
950	70
951	81
952	68
953	75
954	66
955	69
956	62
957	57
958	68
959	68
960	60
961	61
962	59
963	78
964	58
965	54
966	68
967	54
968	54
969	76
970	50
971	67
972	58
973	62
974	63
975	60
976	46
977	65
978	50
979	68
980	52
981	53
982	65
983	69
984	60
985	60
986	61
987	58
988	48
989	62
990	62
991	63
992	50
993	76
994	69
995	71
996	68
997	70
998	55
999	59
1000	41
1001	72
1002	55
1003	65
1004	67
1005	51
1006	57
1007	71
1008	42
1009	66
1010	62
1011	65
1012	52
1013	57
1014	80
1015	66
1016	54
1017	57
1018	65
1019	67
1020	51
1021	51
1022	69
1023	44
1024	64
1025	96
1026	87
1027	74
1028	71
1029	84
1030	83
1031	103
1032	80
1033	103
1034	75
1035	86
1036	68
1037	89
1038	75
1039	82
1040	61
1041	85
1042	87
1043	102
1044	74
1045	82
1046	93
1047	83
1048	71
1049	111
1050	76
1051	93
1052	65
1053	95
1054	104
1055	87
1056	73
1057	89
1058	69
1059	92
1060	75
1061	91
1062	82
1063	87
1064	66
1065	111
1066	72
1067	99
1068	74
1069	88
1070	90
1071	74
1072	58
1073	103
1074	82
1075	88
1076	72
1077	87
1078	102
1079	93
1080	72
1081	104
1082	76
1083	88
1084	59
1085	103
1086	84
1087	92
1088	69
1089	99
1090	86
1091	98
1092	71
1093	98
1094	94
1095	82
1096	67
1097	108
1098	70
1099	77
1100	68
1101	84
1102	55
1103	90
1104	56
1105	88
1106	68
1107	101
1108	60
1109	66
1110	88
1111	70
1112	56
1113	84
1114	77
1115	90
1116	65
1117	110
1118	96
1119	95
1120	62
1121	96
1122	75
1123	111
1124	58
1125	84
1126	72
1127	88
1128	57
1129	108
1130	72
1131	89
1132	41
1133	94
1134	103
1135	91
1136	65
1137	98
1138	83
1139	87
1140	67
1141	80
1142	91
1143	61
1144	69
1145	107
1146	60
1147	87
1148	67
1149	90
1150	74
1151	75
1152	67
1153	121
1154	81
1155	92
1156	73
1157	81
1158	99
1159	101
1160	65
1161	99
1162	60
1163	83
1164	53
1165	103
1166	87
1167	85
1168	70
1169	87
1170	81
1171	95
1172	64
1173	77
1174	105
1175	86
1176	75
1177	106
1178	76
1179	80
1180	47
1181	94
1182	84
1183	77
1184	57
1185	95
1186	68
1187	94
1188	48
1189	95
1190	84
1191	89
1192	59
1193	103
1194	68
1195	86
1196	59
1197	74
1198	82
1199	87
1200	56
1201	112
1202	55
1203	95
1204	76
1205	90
1206	87
1207	86
1208	73
1209	77
1210	67
1211	79
1212	65
1213	86
1214	60
1215	97
1216	59
1217	93
1218	96
1219	77
1220	65
1221	80
1222	61
1223	90
1224	56
1225	92
1226	73
1227	90
1228	60
1229	81
1230	62
1231	77
1232	43
1233	87
1234	70
1235	97
1236	77
1237	75
1238	91
1239	102
1240	68
1241	109
1242	91
1243	79
1244	69
1245	98
1246	55
1247	79
1248	68
1249	117
1250	70
1251	107
1252	59
1253	80
1254	91
1255	104
1256	71
1257	102
1258	81
1259	91
1260	72
1261	71
1262	85
1263	94
1264	76
1265	110
1266	79
1267	103
1268	83
1269	82
1270	83
1271	78
1272	62
1273	93
1274	68
1275	80
1276	62
1277	90
1278	101
1279	110
1280	58
1281	82
1282	73
1283	75
1284	66
1285	76
1286	85
1287	73
1288	59
1289	109
1290	80
1291	73
1292	75
1293	82
1294	79
1295	95
1296	59
1297	86
1298	69
1299	80
1300	62
1301	87
1302	101
1303	73
1304	52
1305	78
1306	60
1307	74
1308	63
1309	96
1310	91
1311	81
1312	60
1313	75
1314	74
1315	103
1316	48
1317	71
1318	85
1319	87
1320	71
1321	77
1322	68
1323	85
1324	64
1325	73
1326	76
1327	82
1328	54
1329	79
1330	75
1331	98
1332	50
1333	75
1334	78
1335	79
1336	56
1337	95
1338	56
1339	72
1340	61
1341	79
1342	86
1343	81
1344	69
1345	80
1346	92
1347	82
1348	70
1349	76
1350	88
1351	82
1352	61
1353	98
1354	72
1355	86
1356	81
1357	77
1358	78
1359	82
1360	54
1361	96
1362	69
1363	92
1364	75
1365	94
1366	73
1367	99
1368	74
1369	94
1370	57
1371	97
1372	68
1373	93
1374	81
1375	78
1376	59
1377	85
1378	70
1379	81
1380	74
1381	81
1382	73
1383	84
1384	69
1385	87
1386	66
1387	81
1388	61
1389	85
1390	83
1391	84
1392	51
1393	87
1394	82
1395	95
1396	74
1397	79
1398	71
1399	88
1400	70
1401	99
1402	82
1403	77
1404	61
1405	83
1406	83
1407	73
1408	55
1409	53
1410	65
1411	73
1412	60
1413	66
1414	65
1415	73
1416	62
1417	83
1418	50
1419	69
1420	51
1421	77
1422	54
1423	64
1424	44
1425	78
1426	55
1427	55
1428	67
1429	56
1430	58
1431	73
1432	52
1433	57
1434	66
1435	46
1436	56
1437	78
1438	70
1439	51
1440	58
1441	83
1442	67
1443	68
1444	41
1445	57
1446	65
1447	65
1448	45
1449	67
1450	61
1451	75
1452	46
1453	77
1454	64
1455	75
1456	40
1457	83
1458	63
1459	85
1460	66
1461	65
1462	68
1463	55
1464	56
1465	67
1466	56
1467	59
1468	51
1469	73
1470	83
1471	55
1472	50
1473	72
1474	51
1475	48
1476	57
1477	69
1478	98
1479	64
1480	39
1481	77
1482	56
1483	69
1484	52
1485	80
1486	64
1487	53
1488	52
1489	62
1490	56
1491	74
1492	55
1493	53
1494	56
1495	58
